id,firstname,lastname,university,university_shortname,university_city,functions,organization,organization_sector
625,Janet,Hering,ETH Lausanne,EPF,Lausanne,"Member, Scientific and Technical Council (01.2013 - present)","IRGC, EPFL, Lausanne",Education & research
626,Janet,Hering,ETH Lausanne,EPF,Lausanne,"Member, Steering Board (01.2007 - present)",CCES Competence Center Environment and Sustainability,Education & research
627,Janet,Hering,ETH Lausanne,EPF,Lausanne,Scientific Director  (01.2013 - present),"EPFL CRAG, Lausanne",Education & research
628,Janet,Hering,ETH Lausanne,EPF,Lausanne,Vice President,ETH Women Professors Forum,"Society, Social, Culture & Sports"
629,Jean-Baptiste,Zufferey,Uni Freiburg,UFR,Fribourg,Verwaltungsrat,Eidgenössische Finanzmarktaufsicht FINMA,"Politics, administration, justice system & security sector"
630,Jean-Claude,Reubi,Uni Bern,UBE,Bern,NA,Yde Foundation Kopenhagen,Pharma & health
631,Jean-François,Dufour,Uni Bern,UBE,Bern,NA,Stiftung für Leberkrankheiten,Pharma & health
632,Jean-François,Molinari,ETH Lausanne,EPF,Lausanne,Panel Synergia FNS,FNS,Education & research
633,Jean-François,Dufour,Uni Bern,UBE,Bern,NA,Stiftung gegen Leberkrebs,Pharma & health
634,Jean-Jacques,Aubert,Uni Neuenburg,UNE,Neuchâtel,Député,Grand Conseil NE,"Politics, administration, justice system & security sector"
635,Jean-Jacques,Aubert,Uni Neuenburg,UNE,Neuchâtel,Vice-président,Académie suisse des sciences humaines et sociales,"Society, Social, Culture & Sports"
636,Jean-Louis,Scartezzini,ETH Lausanne,EPF,Lausanne,IPCC Working group III (mitigation),"PROCLIM/SCNAT, Berne","Energy, environment & mobility"
637,Jean-Louis,Scartezzini,ETH Lausanne,EPF,Lausanne,VELUX Foundation Workshop,"VELUX Stiftung, Zurich",Education & research
638,Jean-Louis,Scartezzini,ETH Lausanne,EPF,Lausanne,EIRP Projects Evaluation Panel,"BCA, Singapore",Not classifiable
639,Jean-Marie,Annoni,Uni Freiburg,UFR,Fribourg,Neurologe,Freiburger Spital,Pharma & health
640,Jean-Philippe,Thiran,Uni Lausanne,ULA,Lausanne,Consultant (7 jours),"Airbus EADS, France","Energy, environment & mobility"
641,Jean-Philippe,Dunand,Uni Neuenburg,UNE,Neuchâtel,Conseil externe dans l'étude d'avocats,Athemis,"Consulting, public relations, legal & trust"
642,Jean-Philippe,Thiran,Uni Lausanne,ULA,Lausanne,Professeur associé ad personam,"Université de Lausanne, faculté de médecine",Education & research
643,Jean-Pierre,Métraux,Uni Freiburg,UFR,Fribourg,Forschungsrat der Abteilung Biologie und Medizin,Schweizer Nationalfonds SNF,Education & research
644,Jean-Pierre,Hubaux,ETH Lausanne,EPF,Lausanne,Membre du régulateur fédéral des télécoms,"ComCom, Berne","Politics, administration, justice system & security sector"
645,Jeffrey,Huang,ETH Lausanne,EPF,Lausanne,"Co-Founder and Advisor (Design Firm), while on leave","Convergeo Lausanne, Switzerland","Industry, construction & agriculture"
646,Jeffrey,Huang,ETH Lausanne,EPF,Lausanne,"Co-Founder and Advisor (Software and Service Firm), while on leave","Eversitas LLC Cambridge, Massachussetts",Technology
647,Jeffrey,Huang,ETH Lausanne,EPF,Lausanne,"Head of Pillar and Advisor (Educational Institution), while on leave",SUTD Architecture and Sustainable Design Singapore,Education & research
648,Jeffrey Alan,Hubbell,ETH Lausanne,EPF,Lausanne,Legal consulting,"Taylor Wessing, London","Consulting, public relations, legal & trust"
649,Jeffrey Alan,Hubbell,ETH Lausanne,EPF,Lausanne,Adjunct Professor (uncompensated),"Diabetes Research Institute, University of Miami, USA",Education & research
650,Jeffrey Alan,Hubbell,ETH Lausanne,EPF,Lausanne,Board of Directors,"Lanta Bio Sàrl, Préverenges",Technology
651,Jeffrey Alan,Hubbell,ETH Lausanne,EPF,Lausanne,Board of Directors,"Lumberjack, AG, Basel",Pharma & health
652,Jeffrey Alan,Hubbell,ETH Lausanne,EPF,Lausanne,Board of Directors,"Lumberjill, Inc., Boston","Commerce, trade & services"
653,Jeffrey Alan,Hubbell,ETH Lausanne,EPF,Lausanne,Board of Directors,"Morphogene, SA, Préverenges",Pharma & health
654,Jeffrey Alan,Hubbell,ETH Lausanne,EPF,Lausanne,"Board of Directors, Chief Scientific Advisor","Kuros Biosurgery, Zürich",Technology
655,Jeffrey Alan,Hubbell,ETH Lausanne,EPF,Lausanne,"Chief Scientific Advisor, Board of Directors","Anokion SA, Lausanne",Pharma & health
656,Jeffrey Alan,Hubbell,ETH Lausanne,EPF,Lausanne,Legal consulting,"McAndrews, Held and Malloy, Chicago, USA","Consulting, public relations, legal & trust"
657,Jeffrey Alan,Hubbell,ETH Lausanne,EPF,Lausanne,Owner,"Argo Innovations, Atlanta","Consulting, public relations, legal & trust"
658,Jian,Zhao,ETH Lausanne,EPF,Lausanne,"Professor of Geomechanics (full-time), while on leave","Monash University, Australia",Education & research
659,Jian,Zhao,ETH Lausanne,EPF,Lausanne,"Editor in chief, Tunnelling and Underground Space Technology, while on leave","Elsevier, Oxford, UK",Media & communication
660,Jian,Zhao,ETH Lausanne,EPF,Lausanne,"Independent director (non-executive), while on leave",Terratech Group Ltd,Financial industry & insurances
661,Jieping,Zhu,ETH Lausanne,EPF,Lausanne,Editorial board member,Asian. J. Org. Chem. Wiley,Media & communication
662,Jieping,Zhu,ETH Lausanne,EPF,Lausanne,Editorial board member,"Eur. J. Org. Chem., Wiley",Media & communication
663,Jieping,Zhu,ETH Lausanne,EPF,Lausanne,Editorial board member,"Beistein J Org Chem, Beilstin Institute, Germany",Media & communication
664,Jieping,Zhu,ETH Lausanne,EPF,Lausanne,Consultant,Novartis,Pharma & health
665,Jieping,Zhu,ETH Lausanne,EPF,Lausanne,Committee member,Institut de Chimie de Lyon,Education & research
666,Jieping,Zhu,ETH Lausanne,EPF,Lausanne,Committee member Labex SynOrg,"INSA, France",Education & research
667,Jieping,Zhu,ETH Lausanne,EPF,Lausanne,Scientific Advisory Board Member,"Inflamalps, Switzerland",Pharma & health
668,Jieping,Zhu,ETH Lausanne,EPF,Lausanne,Editorial board member,"J. Antibiotics, Nature Publisher",Media & communication
669,Joachim,Lingner,ETH Lausanne,EPF,Lausanne,ERC starting grant review panel,"ERC Executive Agency, Brussels",Education & research
670,Joerg,Hofstetter,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratsmitglied,Inneco AG (link),"Consulting, public relations, legal & trust"
671,Joerg,Hofstetter,Uni St. Gallen,USG,Saint Gallen,Präsident,International Forum on Sustainable Value Chains ISVC,Education & research
672,Johan,Auwerx,ETH Lausanne,EPF,Lausanne,Biomedical consulting - Founder and BOD (Director - approved by EPFL),"Reamol Biomedical Consultung, Buchillon, CH","Consulting, public relations, legal & trust"
673,Johan,Auwerx,ETH Lausanne,EPF,Lausanne,Mitochondrial metabolism and deseases - Founder & SAB member,"Mitobridge, Cambridge, MA, USA",Technology
674,Johan,Auwerx,ETH Lausanne,EPF,Lausanne,Nutraceuticals - SAB member,"Amazentis, Ecublens, Switzerland",Technology
675,Johan,Auwerx,ETH Lausanne,EPF,Lausanne,Nutrition & Phytochemistry - Founder & Consultant,"PhytoDia, Illkirch, France",Pharma & health
676,Johan,Auwerx,ETH Lausanne,EPF,Lausanne,NAD metabolism - SAB member,"Metro Mid-Atalantic Biotech, Birmingham, MI, USA",Technology
677,Johan Olof Anders,Robertsson,ETH Zürich,ETH,Zurich,Geschäftsführer,Robertsson Industrial Geoscience Innovation GmbH,"Industry, construction & agriculture"
678,Johannes,Rüegg-Stürm,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident,Raiffeisen Schweiz,Financial industry & insurances
679,Johannes,Heverhagen,Uni Bern,UBE,Bern,NA,PET-AG Bern,Pharma & health
680,John,Antonakis,Uni Lausanne,ULA,Lausanne,NA,Activités académiques,Education & research
681,Jonathan,Levine,ETH Zürich,ETH,Zurich,Stiftungsrat,Stiftung Geobotanisches Forschungsinstitut Rübel,Education & research
682,Josef,Mondl,Uni St. Gallen,USG,Saint Gallen,"Redner, Berater",Selbstständig,Not classifiable
683,Joseph,Sifakis,ETH Lausanne,EPF,Lausanne,Consulting,"Crossing Tech, EPFL - Innovation Park",Education & research
684,Joseph,Francois,Uni Bern,UBE,Bern,NA,"Board Member, European Trade Study Group",Education & research
685,Joseph,Francois,Uni Bern,UBE,Bern,NA,"Board Member, Global Trade Analysis Project",Education & research
686,Joseph,Francois,Uni Bern,UBE,Bern,NA,"Board Member, Institute for Int'l & Development Econ.",Education & research
687,Joseph,Sifakis,ETH Lausanne,EPF,Lausanne,Consulting,"CEA/DRT, Grenoble, France",Education & research
688,José del Rocío,Millán Ruiz,ETH Lausanne,EPF,Lausanne,Sociétaire sans droit de signature,"ADREAM, Crans-Montana, Switzerland",Education & research
689,José del Rocío,Millán Ruiz,ETH Lausanne,EPF,Lausanne,Science Advisory Board,"Nielsen Neuro. New York, USA","Consulting, public relations, legal & trust"
690,José del Rocío,Millán Ruiz,ETH Lausanne,EPF,Lausanne,Scientific Advisory Board,"MindMaze, Ecublens",Technology
691,Joël,Mesot,ETH Lausanne,EPF,Lausanne,Stiftungsratsvizepräsident,Marcel-Benoist,Education & research
692,Joël,Mesot,ETH Lausanne,EPF,Lausanne,Member,VR Trägerschaft ParkInnovAARE,"Commerce, trade & services"
693,Joël,Mesot,ETH Lausanne,EPF,Lausanne,Member,Helmholtz Senate,Education & research
694,Joël,Mesot,ETH Lausanne,EPF,Lausanne,Member,European Association of National Research Facilities Laboratories,Education & research
695,Joël,Mesot,ETH Lausanne,EPF,Lausanne,Int. Science Policy Comm.,"Kurchatov Institute, Russia",Education & research
696,Joël,Mesot,ETH Lausanne,EPF,Lausanne,Scientific Advisory Board,"FRM-II, Munich",Education & research
697,Joël,Mesot,ETH Lausanne,EPF,Lausanne,Neutron Adv. Board,Oak Ridge National Lab. USA,Education & research
698,Joël,Mesot,ETH Lausanne,EPF,Lausanne,Steering Committee,ESS,Not classifiable
699,Joël,Mesot,ETH Lausanne,EPF,Lausanne,Stiftungrat,Technopark Aargau,"Commerce, trade & services"
700,Juan Ramon,Mosig,ETH Lausanne,EPF,Lausanne,Chair of the EURAAP Board (jusqu'à Dec 2015),European Association of Antennas and Propoagation,Education & research
701,Juan Ramon,Mosig,ETH Lausanne,EPF,Lausanne,Organisation de conférences scientifiques en Europe,AISBL (non-profit Association),Not classifiable
702,Julia,Marewski,Uni Lausanne,ULA,Lausanne,NA,Activités académiques,Education & research
703,Kai,Johnsson,ETH Lausanne,EPF,Lausanne,Consulting,"Spirochrome, Suisse",Technology
704,Kai,Johnsson,ETH Lausanne,EPF,Lausanne,Research Council Member of SNSF,SNSF Bern,Education & research
705,Kai,Johnsson,ETH Lausanne,EPF,Lausanne,Consulting Quartet Medicine,"Quiartet Medicine, Boston, USA",Technology
706,Kai,Johnsson,ETH Lausanne,EPF,Lausanne,Associate Editor Ass. Chemical Biology,"American Chemical Society, USA",Education & research
707,Karen,Scrivener,ETH Lausanne,EPF,Lausanne,Consultant on durability,"Kerneos, France","Industry, construction & agriculture"
708,Karen,Scrivener,ETH Lausanne,EPF,Lausanne,"Editor in chief, Cement and Concrete Research","Elsevier, UK",Education & research
709,Karen,Scrivener,ETH Lausanne,EPF,Lausanne,Consultant to innovation committee,"Holcim, CH","Industry, construction & agriculture"
710,Karin Mirjam,Ingold,Uni Bern,UBE,Bern,NA,Spirit of Bern: wiss. Beirat,"Society, Social, Culture & Sports"
711,Karl,Gademann,Uni Zürich,UZH,Zurich,Vorstandsmitglied,Schweizerische Akademie der Naturwissenschaften SCNAT Bern,Education & research
712,Karl,Aberer,ETH Lausanne,EPF,Lausanne,Member of Conseil Fondation IDIAP,Fondation IDIAP,Education & research
713,Karl,Aberer,ETH Lausanne,EPF,Lausanne,Member Conseil of Zeno-Karl Schindler Foundation,Zeno-Karl Schindler Foundation,Education & research
714,Karl,Aberer,ETH Lausanne,EPF,Lausanne,Chairman of L3S Advisory Board,L3S Advisory Board,Education & research
715,Karl,Aberer,ETH Lausanne,EPF,Lausanne,Panel Member,SNF Ambizione Program,Education & research
716,Katrin,Beyer,ETH Lausanne,EPF,Lausanne,Board member,"Swiss Society for Earthquake Engineering and Structural Dynamic, Zürich","Commerce, trade & services"
717,Katrin,Beyer,ETH Lausanne,EPF,Lausanne,Expert consulting for OFROU,"Muttoni & Fernandez Ingénieurs Conseils SA, Ecublens","Commerce, trade & services"
718,Kay,Severin,ETH Lausanne,EPF,Lausanne,Scientific expert for patent firm,Patentanwalt Ter Meer Steinmeister & Partner,"Consulting, public relations, legal & trust"
719,Kay Werner,Axhausen,ETH Zürich,ETH,Zurich,VR-Mandat der Spin-Off-Firma,Senozon (Schweiz) AG,"Consulting, public relations, legal & trust"
720,Kersten,Geers,ETH Lausanne,EPF,Lausanne,Workshop Roman Architecture,"Porto Academy, Portugal",Education & research
721,Kersten,Geers,ETH Lausanne,EPF,Lausanne,Workshop,"Faculty of Architecture, Slipakorn University, Bankok",Education & research
722,Kersten,Geers,ETH Lausanne,EPF,Lausanne,Residency,"Canadian Centre for Architecture, Montréal, Canada","Industry, construction & agriculture"
723,Kersten,Geers,ETH Lausanne,EPF,Lausanne,Founding Partner,"Office KGDVS, Brussels","Industry, construction & agriculture"
724,Kersten,Geers,ETH Lausanne,EPF,Lausanne,Founding Member,"San Rocco Magazine, Milano, Italy",Media & communication
725,Klaus,Zuberbühler,Uni Neuenburg,UNE,Neuchâtel,Membre du conseil scientifique,Max Planck Institute of Evolutionary Anthropology,Education & research
726,Klaus,Kern,ETH Lausanne,EPF,Lausanne,Directeur Max-Planck-Institut (occupation principale) et fonctions associés,"MPI Max-Planck-Institut für Festkörperforschung, Stuttgart",Education & research
727,Klaus,Mezger,Uni Bern,UBE,Bern,NA,Ionight,Technology
728,Klaus,Möller,Uni St. Gallen,USG,Saint Gallen,Gesellschafter,The Performance Management Company PMC GmbH,"Consulting, public relations, legal & trust"
729,Klaus,Möller,Uni St. Gallen,USG,Saint Gallen,Mitglied des Geschäftsführenden Ausschusses,International Group of Controlling IGC,"Commerce, trade & services"
730,Klaus,Möller,Uni St. Gallen,USG,Saint Gallen,Mitglied im Forschungsnetzwerk,Center for Performance Research & Analytics CEPRA,Education & research
731,Klaus,Möller,Uni St. Gallen,USG,Saint Gallen,Mitherausgeber der Zeitschrift Board - Zeitschrift für Aufsichtsräte,Bundesanzeiger Verlag,Media & communication
732,Klaus,Möller,Uni St. Gallen,USG,Saint Gallen,Mitherausgeber der Zeitschrift Controlling,Vahlen Verlag,Media & communication
733,Klaus,Neumann-Braun,Uni Basel,UBA,Basel,Mitglied des Verwaltungsrates,"Baimedia AG, Basel",Not classifiable
734,Klaus,Zuberbühler,Uni Neuenburg,UNE,Neuchâtel,Co-directeur,Tai Monkey Project (Côte d'Ivoire),Education & research
735,Klaus,Zuberbühler,Uni Neuenburg,UNE,Neuchâtel,Directeur scientifique,Budongo Conservation Field Station (Ouganda),"Industry, construction & agriculture"
736,Klaus,Zuberbühler,Uni Neuenburg,UNE,Neuchâtel,Enseignement,Université St Andrews (UK),Education & research
737,Konrad,Wegener,ETH Zürich,ETH,Zurich,Mitglied im Hochschulrat,FHS St. Gallen,Education & research
738,Konrad,Wegener,ETH Zürich,ETH,Zurich,VR-Mandat,Meyer Burger Technology AG,Financial industry & insurances
739,Konrad,Hungerbühler,ETH Zürich,ETH,Zurich,VR-Mandat,Ernst Hungerbühler AG (in Liquidation),Technology
740,Kuno,Schedler,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident,Schweizer Paraplegiker Forschung,Pharma & health
741,Kuno,Schedler,Uni St. Gallen,USG,Saint Gallen,Stiftungsrat,Schweizer Paraplegiker Stiftung,Pharma & health
742,Kuno,Schedler,Uni St. Gallen,USG,Saint Gallen,Präsident,Compass Alters- und Pflegeverein,Pharma & health
743,Laurent,Tissot,Uni Neuenburg,UNE,Neuchâtel,Membre titulaire étranger,Comité des travaux historiques et scientifiques,"Society, Social, Culture & Sports"
744,Laurent,Tissot,Uni Neuenburg,UNE,Neuchâtel,Membre du conseil scientifique,Maison des sciences de l'homme de l'Université de Tours,Education & research
745,Laurent,Tissot,Uni Neuenburg,UNE,Neuchâtel,Membre du conseil scientifique,Association pour l'histoire des chemins de fer en France,"Society, Social, Culture & Sports"
746,Laurent,Tissot,Uni Neuenburg,UNE,Neuchâtel,Membre du conseil,Fondation pour l'histoire de la poste,"Society, Social, Culture & Sports"
747,Laurent,Vulliet,ETH Lausanne,EPF,Lausanne,CEO et Administrateur,"BG Ingénieurs Conseils, Lausanne","Commerce, trade & services"
748,Laurent,Stalder,ETH Zürich,ETH,Zurich,Stiftungsrat,Stiftung Bibliothek Werner Oechslin,"Society, Social, Culture & Sports"
749,Laurent,Schild,Uni Lausanne,ULA,Lausanne,Mandat,Swissmedic,Pharma & health
750,Laurent,Tissot,Uni Neuenburg,UNE,Neuchâtel,Membre du Bureau exécutif,Commission internationale pour la philosophie et les sciences humaines (CIPSH),Education & research
751,Leo,Staub,Uni St. Gallen,USG,Saint Gallen,Mitglied Verwaltungsrat,Karl Bubenhofer AG,"Industry, construction & agriculture"
752,Leo,Staub,Uni St. Gallen,USG,Saint Gallen,Mitglied Verwaltungsrat,ALID AG,Financial industry & insurances
753,Leo,Staub,Uni St. Gallen,USG,Saint Gallen,Mitglied Aufsichtsrat,Farby KABE Polska GmbH,"Industry, construction & agriculture"
754,Leo,Staub,Uni St. Gallen,USG,Saint Gallen,Präsident Verwaltungsrat,Selectchemie AG,Technology
755,Leo,Staub,Uni St. Gallen,USG,Saint Gallen,Präsident Verwaltungsrat,Genossenschaft Migros Ostschweiz,"Commerce, trade & services"
756,Leo,Staub,Uni St. Gallen,USG,Saint Gallen,Präsident des Verwaltungsrates,CRS Holding AGn,Financial industry & insurances
757,Leonid,Rivkin,ETH Lausanne,EPF,Lausanne,MAX IV Machine Advisory Committee,"MAXIV Laboratory, Lund, Sweden",Education & research
758,Leonid,Rivkin,ETH Lausanne,EPF,Lausanne,CERN Scientific Policy Committee,"CERN Council, Genève",Education & research
759,Leonid,Rivkin,ETH Lausanne,EPF,Lausanne,Interim Chair of the International Collaboration Board of the Future Circular Collider (FCC) study,"CERN, Genève",Education & research
760,Leonid,Rivkin,ETH Lausanne,EPF,Lausanne,"IRFU Scientific Council, CEA","Irfu, CEA, Gif sur Yvette, France",Education & research
761,Leonid,Rivkin,ETH Lausanne,EPF,Lausanne,"Scientific Committee, Frascati INFN National Laboratories","INFN, Italie",Education & research
762,Lino,Guzzella,ETH Zürich,ETH,Zurich,Stiftungsrat,Fondazione Monte Verità,"Commerce, trade & services"
763,Lino,Guzzella,ETH Zürich,ETH,Zurich,Angestellter Konzernforschung,Sulzer,"Industry, construction & agriculture"
764,Lino,Guzzella,ETH Zürich,ETH,Zurich,Director,ETH Singapore SEC Ltd.,"Politics, administration, justice system & security sector"
765,Lino,Guzzella,ETH Zürich,ETH,Zurich,Leitung der Entwicklungsabteilung für Mechatronik,Hilti,"Industry, construction & agriculture"
766,Lino,Guzzella,ETH Zürich,ETH,Zurich,Mitglied,Schweizerischen Akademie der Technischen Wissenschaften,Education & research
767,Lino,Guzzella,ETH Zürich,ETH,Zurich,Präsident,ETH Zürich,Education & research
768,Lino,Guzzella,ETH Zürich,ETH,Zurich,Stiftungsrat,Erich Degen-Stiftung,Education & research
769,Lino,Guzzella,ETH Zürich,ETH,Zurich,Stiftungsrat,Huber-Kudlich-Stiftung an der Eidgenössischen Technischen Hochschule Zürich,Education & research
770,Lino,Guzzella,ETH Zürich,ETH,Zurich,Stiftungsrat,International Federation of Automatic Control (IFAC) Stiftung,"Commerce, trade & services"
771,Lino,Guzzella,ETH Zürich,ETH,Zurich,Stiftungsrat,Kinderbetreuung im Hochschulraum Zürich (kihz),"Society, Social, Culture & Sports"
772,Lino,Guzzella,ETH Zürich,ETH,Zurich,Stiftungsrat,Schweizerische Studienstiftung Fonds für begabte junge Menschen,Education & research
773,Lino,Guzzella,ETH Zürich,ETH,Zurich,Stiftungsrat,Swiss University Sports Foundation,"Society, Social, Culture & Sports"
774,Lino,Guzzella,ETH Zürich,ETH,Zurich,Stiftungsrat,Walter Hochstrasser-Stiftung,Education & research
775,Lino,Guzzella,ETH Zürich,ETH,Zurich,Vertreter in der Plenarversammlung und im Vorstand,swissuniversities,Education & research
776,Lino,Guzzella,ETH Zürich,ETH,Zurich,Verwaltungsrat,Kistler Holding AG,"Industry, construction & agriculture"
777,Lino,Guzzella,ETH Zürich,ETH,Zurich,Verwaltungsrat,Kistler Instrumente AG,"Industry, construction & agriculture"
778,Lino,Guzzella,ETH Zürich,ETH,Zurich,Verwaltungsrat,Venture Incubator Ltd,Financial industry & insurances
779,Lino,Guzzella,ETH Zürich,ETH,Zurich,Zeichnungsberechtigt,Heyning-Roelli Stiftung,Education & research
780,Luca,Bona,ETH Lausanne,EPF,Lausanne,Directeur (form directly submitted to ETH Board),EMPA,Education & research
781,Luca,Ortelli,ETH Lausanne,EPF,Lausanne,"Participation, en tant que président, au Jury du concours d'architecture Campus RTS sur le site de EPFL",RTS - Radio Télévision Suisse,Media & communication
782,Luca,Ortelli,ETH Lausanne,EPF,Lausanne,Participation à la Commission pour l'habilitation scientifique nationale,MIUR - Ministero Istruzione Università Ricerca,Education & research
783,Luca,Ortelli,ETH Lausanne,EPF,Lausanne,"Participation, en tant que vice-président, au Jury du concours d'architecture Vergers à Meyrin",Coopératives Codha et Voisinage - Genève,"Commerce, trade & services"
784,Lukas,Gschwend,Uni St. Gallen,USG,Saint Gallen,Mitglied,Unabhängige Expertenkommission Administrative Zwangsmassnahmen,"Politics, administration, justice system & security sector"
785,Lukas,Gschwend,Uni St. Gallen,USG,Saint Gallen,Vizepräsident,Zürichsee Landschaftsschutz ZSL,"Energy, environment & mobility"
786,Lukas,Gschwend,Uni St. Gallen,USG,Saint Gallen,Titularprofessor für Rechtsgeschichte und Rechtsphilosophie,Universität Zürich,Education & research
787,Lukas,Gschwend,Uni St. Gallen,USG,Saint Gallen,Präsident der Rechtsquellenstiftung,Schweizerischen Juristenvereins,"Commerce, trade & services"
788,Lutz-Peter,Nolte,Uni Bern,UBE,Bern,NA,Medical Cluster,Pharma & health
789,Lutz-Peter,Nolte,Uni Bern,UBE,Bern,NA,CCMT,Pharma & health
790,Lyesse,Laloui,ETH Lausanne,EPF,Lausanne,Distingushed Adjunct professor (Jusqu'à Octobre 2014),"King Abdulaziz University (KAU), Jeddah, Saudi Arabia",Education & research
791,Lyesse,Laloui,ETH Lausanne,EPF,Lausanne,Président du Conseil d'administration (depuis mi-décembre 2014),STUNEX SA,"Commerce, trade & services"
792,Lyesse,Laloui,ETH Lausanne,EPF,Lausanne,ERC Consolidator Grants panel dealing with Products and Processes Engineering,Union Européenne,"Politics, administration, justice system & security sector"
793,Lyesse,Laloui,ETH Lausanne,EPF,Lausanne,Editeur en chef,ELSEVIER,Education & research
794,Lyesse,Laloui,ETH Lausanne,EPF,Lausanne,Adjunct professor,"School of Civil and Environmental Engineering, Duke University, USA",Education & research
795,László,Forró,ETH Lausanne,EPF,Lausanne,Chair of the Int. Advisory Board and consultant,"Nano Center of Serbia, Belgrade",Education & research
796,Maarten J.F.M.,Hoenen,Uni Basel,UBA,Basel,Mitglied des Stiftungsrates,Swisspeace Bern,"Politics, administration, justice system & security sector"
797,Maarten J.F.M.,Hoenen,Uni Basel,UBA,Basel,Mitglied des Stiftungsrates,Volkshochschule beider Basel,Education & research
798,Majed,Chergui,ETH Lausanne,EPF,Lausanne,Editeur in chief of Structural Dynamics,"American Institute of Phyiscs Publishing (AIPP), NY, USA",Media & communication
799,Manfred,Morari,ETH Zürich,ETH,Zurich,Verwaltungsrat,inspire AG,Technology
800,Manuel,Ammann,Uni St. Gallen,USG,Saint Gallen,Verwaltungsrat,St. Galler Kantonalbank AG,Financial industry & insurances
801,Manuel,Ammann,Uni St. Gallen,USG,Saint Gallen,Verwaltungsrat,Neue Bank AG,Financial industry & insurances
802,Manuel,Ammann,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident,Algofin AG,"Consulting, public relations, legal & trust"
803,Marc,Gruber,ETH Lausanne,EPF,Lausanne,"University of Liechtenstein, Teaching","University of Liechtenstein, Vaduz, Lichtenstein",Education & research
804,Marc,Gruber,ETH Lausanne,EPF,Lausanne,Venture Lab - Teaching,"Institut fuer Jungunternehmen, St. Gallen","Consulting, public relations, legal & trust"
805,Marc,Gruber,ETH Lausanne,EPF,Lausanne,Venture Labe,Parc Scientifique EPFL,Education & research
806,Marc,Gruber,ETH Lausanne,EPF,Lausanne,Visiting Professor,Imperial College Business School,Education & research
807,Marc,Parlange,ETH Lausanne,EPF,Lausanne,Dean and Prof. Faculté Applied Sciences,Leave at UBC,Education & research
808,Marc,Gruber,ETH Lausanne,EPF,Lausanne,"Bern-Rochester MBA, Teaching",University of Bern,Education & research
809,Marc,Gruber,ETH Lausanne,EPF,Lausanne,Mitglied,SNF Forschungsrat,Education & research
810,Marcel,Meili,ETH Zürich,ETH,Zurich,VR-Mandat,Vetimag AG,Financial industry & insurances
811,Marcel,Meili,ETH Zürich,ETH,Zurich,VR-Mandat,Datwoma AG,Financial industry & insurances
812,Marcel,Meili,ETH Zürich,ETH,Zurich,VR-Präsidium,Verlag Scheidegger und Spiess AG,Media & communication
813,Marcel,Meili,ETH Zürich,ETH,Zurich,VR-Präsidium,Park Book AG,Media & communication
814,Marcel,Meili,ETH Zürich,ETH,Zurich,VR-Mandat,Zypresse AG,"Commerce, trade & services"
815,Marcel,Meili,ETH Zürich,ETH,Zurich,VR-Mandat,Lifä Immobilien AG,"Commerce, trade & services"
816,Marcelo,Aebi,Uni Lausanne,ULA,Lausanne,NA,Activités académiques,Education & research
817,Marco,Bakker,ETH Lausanne,EPF,Lausanne,"CEO, Architect","Bakker & Blanc Architectes Lausanne, Zurich","Industry, construction & agriculture"
818,Marco,Celio,Uni Freiburg,UFR,Fribourg,Verwaltungsratspräsident,SWANT (Swiss antibodies) SA,Pharma & health
819,Marco,Celio,Uni Freiburg,UFR,Fribourg,Verwaltungsratspräsident,Frimorfo S.A.,Technology
820,Maria del Carmen,Sandi Perez,ETH Lausanne,EPF,Lausanne,Scientific Advisory Board Member,"Leibniz Institute for Neurobiology, LIN, Magdeburg, Germany",Education & research
821,Maria del Carmen,Sandi Perez,ETH Lausanne,EPF,Lausanne,Review Editor,"eNeuro, Society for Neuroscience, USA",Education & research
822,Maria del Carmen,Sandi Perez,ETH Lausanne,EPF,Lausanne,Consulting,"Amazentis, Ecublens",Technology
823,Maria del Carmen,Sandi Perez,ETH Lausanne,EPF,Lausanne,"Associate Editor, Frontiers in Behavioral Neuroscience","Frontiers, EPFL Innovation Park, Lausanne",Education & research
824,Maria del Carmen,Sandi Perez,ETH Lausanne,EPF,Lausanne,Scientific Advisory Board Member,"LabEx Brain, Université de Bordeaux, France",Education & research
825,Marilyne,Andersen,ETH Lausanne,EPF,Lausanne,Member of Industry Agenda Council for Real Estate and Urbanization,World Economic Forum,"Commerce, trade & services"
826,Marilyne,Andersen,ETH Lausanne,EPF,Lausanne,Board member,ECOVEST SA,"Commerce, trade & services"
827,Marina Silva,Cattaruzza,Uni Bern,UBE,Bern,NA,Universita della Svizzera Italiana,Education & research
828,Mario,Paolone,ETH Lausanne,EPF,Lausanne,"Evaluation of the candidates for the Professorship/Associate professorship, Dept of Electric Power Eng","Norwegian University of Science and Technology, Norway",Education & research
829,Mario,Fontana,ETH Zürich,ETH,Zurich,Geschäftsführer,F-Ingenieur GmbH,"Commerce, trade & services"
830,Mario,Paolone,ETH Lausanne,EPF,Lausanne,"Editor in Chief of the international journal Sustainable Energy, Grids and Networks","Elsevier Ltd, UK",Education & research
